  249.512160	   68.429028	  676.762473	   28.079860	   80.721465	  897.660450	 2759.478447	 2477.786514
  250.078494	   68.779824	  678.818431	   28.263397	   81.392039	  901.791748	 2768.418277	 2489.294031
  250.394752	   69.120605	  680.458094	   28.434369	   82.076217	  905.643907	 2777.397628	 2501.054191
  250.541668	   69.549076	  681.899227	   28.653558	   82.775415	  909.418452	 2786.364607	 2513.095261
  250.558652	   69.966764	  683.014887	   28.878051	   83.487621	  913.025961	 2795.307886	 2525.214664
  250.341551	   70.354640	  683.572192	   29.106664	   84.215769	  916.284931	 2804.179943	 2537.288406
  249.948713	   70.706158	  683.670718	   29.334750	   84.948887	  919.242087	 2812.997228	 2549.215123
  249.406981	   71.012905	  683.317471	   29.559874	   85.678577	  921.890436	 2821.778351	 2560.927943
  248.744403	   71.266030	  682.526331	   29.779023	   86.396262	  924.232306	 2830.559429	 2572.373069
  247.992537	   71.462311	  681.329256	   29.990530	   87.094978	  926.286423	 2839.389904	 2583.517582
  247.174558	   71.596725	  679.756517	   30.191463	   87.768282	  928.075336	 2848.325491	 2594.327307
  246.314116	   71.669989	  677.851292	   30.380557	   88.412249	  929.641001	 2857.428919	 2604.798351
  245.421425	   71.679450	  675.652294	   30.555388	   89.022083	  931.020350	 2866.758481	 2614.899711
  244.411296	   71.454067	  672.818464	   30.633898	   89.583871	  931.964840	 2876.361046	 2624.415011
  242.737689	   70.851280	  669.288414	   30.685901	   90.009636	  931.900232	 2885.565204	 2632.514758
  240.319312	   69.717014	  663.720327	   30.258000	   90.011285	  930.337493	 2894.930963	 2636.461863
  236.837239	   67.993289	  656.589107	   29.689970	   89.587302	  927.072647	 2900.477804	 2636.821788
  235.909328	   67.551160	  652.621322	   29.708957	   89.449827	  926.324813	 2910.142919	 2642.882141
  235.104513	   67.012265	  648.430566	   29.710654	   89.410291	  926.200761	 2919.906328	 2648.463118
  234.281899	   66.416332	  644.019902	   29.690847	   89.406331	  926.330307	 2929.952891	 2653.481639
  233.365724	   65.790377	  639.447560	   29.648408	   89.406940	  926.591929	 2940.207831	 2657.934080
  232.357115	   65.187506	  634.890097	   29.600248	   89.394292	  926.931272	 2950.571969	 2661.885861
  231.270143	   64.614066	  630.436485	   29.547775	   89.357987	  927.247624	 2960.942916	 2665.307911
  230.128084	   64.075236	  626.161917	   29.493230	   89.294166	  927.461183	 2971.232518	 2668.117054
  228.944832	   63.574524	  622.114119	   29.438808	   89.202991	  927.528682	 2981.350775	 2670.202859
  227.745705	   63.104806	  618.257729	   29.385886	   89.093617	  927.473852	 2991.310585	 2671.695439
  226.528327	   62.664648	  614.685957	   29.327367	   88.962544	  927.157959	 3000.916494	 2672.039741
  225.343387	   62.302074	  611.450407	   29.288663	   88.826340	  926.735452	 3010.192992	 2671.492131
  224.233446	   62.047191	  608.635653	   29.291653	   88.700581	  926.339780	 3019.095024	 2670.123420
  223.163223	   61.807468	  606.004028	   29.291418	   88.596189	  925.789900	 3027.582473	 2667.825778
  222.106039	   61.585209	  603.541520	   29.285844	   88.516112	  925.039798	 3035.621247	 2664.623652
  221.015911	   61.311342	  601.073582	   29.240967	   88.451983	  923.924489	 3043.186943	 2660.466048
  219.908344	   61.023389	  598.709151	   29.170686	   88.389827	  922.466620	 3050.264433	 2655.444755
  218.808710	   60.743538	  596.408063	   29.090088	   88.317172	  920.704873	 3056.846769	 2649.583934
  217.749088	   60.468119	  594.221176	   28.999667	   88.224946	  918.684054	 3062.924902	 2642.975463
  216.745624	   60.193908	  592.138098	   28.900029	   88.107805	  916.442244	 3068.485330	 2635.693428
  215.824264	   59.953271	  590.229041	   28.807426	   87.967115	  914.100458	 3073.514655	 2627.888115
  214.804442	   59.425029	  587.768123	   28.567338	   87.782542	  911.050904	 3077.973840	 2619.170423
  213.271491	   58.532461	  584.500161	   28.149236	   87.437151	  906.954751	 3081.075076	 2608.735511
  210.770242	   57.258194	  580.240913	   27.584184	   86.908106	  901.575330	 3081.374568	 2594.976423
  207.844884	   55.634399	  574.999652	   26.885015	   85.761938	  894.600089	 3079.426958	 2578.005197
  207.326221	   55.324112	  573.010347	   26.752084	   84.860883	  890.635473	 3080.070320	 2566.613376
  206.844686	   54.965281	  570.868941	   26.589991	   84.086827	  887.192575	 3079.695623	 2554.958083
  206.269263	   54.560571	  568.510743	   26.396269	   83.394126	  883.870984	 3078.644802	 2543.143698
  205.473645	   54.098730	  565.893804	   26.167062	   82.724321	  880.475819	 3076.679826	 2531.044343
  204.635991	   53.689931	  563.335962	   25.951331	   82.070789	  877.173443	 3073.940660	 2519.205380
  203.849785	   53.342058	  560.929718	   25.751810	   81.426881	  873.944728	 3070.386385	 2507.683808
  203.105861	   53.063979	  558.758336	   25.573294	   80.805004	  870.803018	 3066.190689	 2496.626050
  202.374474	   52.812429	  556.748278	   25.398073	   80.189481	  867.649348	 3061.189668	 2485.709128
  201.656858	   52.591910	  554.921641	   25.228120	   79.575130	  864.489467	 3055.412922	 2474.860234
  200.955936	   52.403668	  553.284288	   25.064692	   78.961647	  861.342874	 3048.885754	 2464.032126
  200.284931	   52.260269	  551.858895	   24.914277	   78.352966	  858.257102	 3041.646391	 2453.239839
  199.648094	   52.155620	  550.623202	   24.776056	   77.753806	  855.245488	 3033.735871	 2442.494487
  199.039978	   52.082397	  549.547472	   24.648537	   77.162942	  852.304484	 3025.192435	 2431.728092
  198.404794	   52.011457	  548.540572	   24.520935	   76.578225	  849.369357	 3015.950471	 2420.955878
  197.780579	   51.940729	  547.587472	   24.392492	   76.001022	  846.409198	 3006.148062	 2410.173119
  197.222997	   51.895760	  546.749491	   24.271160	   75.441560	  843.459058	 2995.850850	 2399.479990
  196.649065	   51.845589	  545.933255	   24.152013	   74.888023	  840.542880	 2985.173855	 2388.896193
  196.124680	   51.818372	  545.202422	   24.045576	   74.346468	  837.714148	 2974.212241	 2378.513005
  195.716178	   51.819413	  544.584795	   23.953717	   73.828817	  835.034954	 2963.115089	 2368.487228
  195.211655	   51.747723	  543.815302	   23.832466	   73.308975	  832.201594	 2951.785888	 2358.331433
  194.220628	   51.309445	  542.149655	   23.554766	   72.679734	  828.528110	 2939.444589	 2346.858706
  192.721961	   50.562208	  539.662599	   23.146763	   71.896594	  823.843509	 2926.138317	 2333.816119
  190.811183	   49.561274	  536.412330	   22.637179	   70.886690	  818.180102	 2911.792708	 2319.241244
  188.535850	   48.311946	  532.421292	   22.029581	   69.699438	  811.720717	 2896.595658	 2303.260417
  187.487049	   47.752173	  530.003333	   21.722467	   68.576040	  806.799829	 2883.062399	 2290.288275
  186.574824	   47.234151	  527.530360	   21.441615	   67.501629	  802.438125	 2869.466684	 2277.512284
  185.813232	   46.779233	  525.104056	   21.198282	   66.479997	  798.565122	 2855.964326	 2265.089895
  185.049544	   46.328375	  522.525970	   20.960623	   65.484224	  794.914603	 2842.491703	 2252.798271
  184.413949	   45.980322	  520.175812	   20.777084	   64.561881	  791.848315	 2829.077810	 2241.304682
  183.674222	   45.631642	  517.722183	   20.590251	   63.674612	  788.871644	 2815.581658	 2230.115669
  182.947334	   45.347562	  515.440853	   20.429517	   62.824079	  786.113298	 2802.066962	 2219.486012
  182.230846	   45.127364	  513.363845	   20.292183	   62.016880	  783.493978	 2788.558668	 2209.360124
  181.554526	   44.986970	  511.554890	   20.184009	   61.260229	  781.025624	 2775.094583	 2199.744114
  181.043429	   44.940835	  510.100481	   20.106385	   60.589512	  778.797682	 2761.774927	 2190.840875
  180.545047	   44.957944	  508.912084	   20.050262	   59.977110	  776.677114	 2748.595361	 2182.436230
  180.076752	   45.027591	  507.962770	   20.013522	   59.410222	  774.660811	 2735.720484	 2174.289687
  179.645541	   45.140423	  507.230335	   19.993731	   58.883283	  772.741000	 2722.970809	 2166.372269
  179.244368	   45.281075	  506.671424	   19.984367	   58.392606	  770.881129	 2710.359461	 2158.627211
  178.861706	   45.436659	  506.222034	   19.980738	   57.927781	  769.055974	 2697.861590	 2150.994005
  178.498696	   45.595989	  505.904704	   19.978671	   57.501246	  767.261188	 2685.557350	 2143.508233
  178.153211	   45.756255	  505.679528	   19.977017	   57.101802	  765.475755	 2673.346054	 2136.130792
  177.831766	   45.913603	  505.531589	   19.975142	   56.725924	  763.689509	 2661.311278	 2128.860741
  177.541049	   46.064489	  505.447888	   19.972552	   56.370207	  761.905470	 2649.476566	 2121.570753
  177.279129	   46.198081	  505.400323	   19.966170	   56.031035	  760.135444	 2637.883111	 2114.386796
  176.775827	   46.189435	  505.036014	   19.908036	   55.647093	  758.035336	 2626.193726	 2106.604153
  176.037243	   45.981918	  504.214145	   19.774086	   55.197163	  755.553229	 2614.290772	 2098.087315
  175.123398	   45.642634	  503.066657	   19.591409	   54.675487	  752.646965	 2602.217096	 2089.017426
  174.083234	   45.184015	  501.595456	   19.364305	   54.086567	  749.463506	 2590.051509	 2079.502522
  173.785404	   45.152844	  501.168568	   19.317066	   53.579151	  747.304970	 2579.285551	 2072.122708
  173.554220	   45.114671	  500.707256	   19.271327	   53.118030	  745.465719	 2568.862154	 2064.960250
  173.356904	   45.069412	  500.204755	   19.226418	   52.691453	  743.857046	 2558.830235	 2058.033346
  173.291403	   45.080886	  499.947864	   19.212620	   52.321521	  742.672601	 2549.228128	 2051.740775
  173.130004	   45.046895	  499.506957	   19.176201	   51.966647	  741.526269	 2539.859191	 2045.594138
  172.984013	   45.032222	  499.143687	   19.147713	   51.632088	  740.582468	 2530.771884	 2039.898427
  172.864208	   45.040613	  498.898773	   19.127812	   51.325047	  739.858859	 2521.950112	 2034.779406
  172.858273	   45.103306	  498.882037	   19.127156	   51.063340	  739.355282	 2513.445652	 2030.278635
  172.877948	   45.217189	  499.076560	   19.146459	   50.833793	  739.082320	 2505.334751	 2026.378998
  172.939755	   45.379488	  499.473861	   19.186299	   50.633150	  739.030063	 2497.448763	 2022.956377
  173.036531	   45.574232	  500.027253	   19.239616	   50.461287	  739.151857	 2489.774149	 2019.959009
  173.158579	   45.797872	  500.723012	   19.304812	   50.319560	  739.426990	 2482.296133	 2017.358959
  173.294895	   46.044225	  501.539500	   19.379120	   50.209093	  739.829460	 2475.004859	 2015.127285
  173.428462	   46.294014	  502.424099	   19.454080	   50.129050	  740.299759	 2467.894751	 2013.207185
  173.554923	   46.546893	  503.366028	   19.529211	   50.077592	  740.813116	 2460.973348	 2011.573557
  173.677081	   46.800904	  504.352153	   19.604164	   50.052107	  741.353296	 2454.254298	 2010.203099
  173.806231	   47.060078	  505.385537	   19.681727	   50.050276	  741.926045	 2447.760999	 2009.089775
  173.950355	   47.320758	  506.453742	   19.761558	   50.069888	  742.528675	 2441.516338	 2008.217790
  174.113301	   47.578835	  507.544685	   19.842958	   50.108932	  743.160431	 2435.543781	 2007.575422
  174.287821	   47.817263	  508.616200	   19.918509	   50.164358	  743.779157	 2429.857796	 2007.117331
  174.201169	   47.875910	  509.254678	   19.924064	   50.185586	  744.056027	 2423.983873	 2006.147358
  173.723090	   47.691720	  509.250175	   19.836428	   50.112865	  743.650763	 2417.671017	 2003.907206
  172.957747	   47.305868	  508.683801	   19.672572	   49.949598	  742.624085	 2411.035255	 2000.882219
  172.014278	   46.731439	  507.565184	   19.434405	   49.690066	  741.046173	 2404.180315	 1996.988929
  172.196501	   46.832322	  508.028888	   19.471960	   49.536087	  740.887802	 2399.188046	 1996.228965
  172.369926	   46.904960	  508.346822	   19.503126	   49.430918	  740.993779	 2394.527149	 1995.588253
  172.558606	   46.949744	  508.505496	   19.527367	   49.356522	  741.208092	 2390.293359	 1994.989180
  172.722310	   46.972190	  508.516702	   19.544687	   49.300973	  741.519922	 2386.428960	 1994.446967
  172.898755	   47.021493	  508.538019	   19.572702	   49.270982	  742.025434	 2382.933542	 1994.303116
  173.145032	   47.106272	  508.631037	   19.611780	   49.272643	  742.660112	 2379.788443	 1994.590408
  173.313222	   47.216336	  508.796085	   19.661284	   49.287432	  743.341840	 2376.888309	 1995.107105
