1	10/1/16 17:00	NA	NA
2	10/2/16 17:00	NA	NA
3	10/3/16 17:00	NA	NA
4	10/4/16 17:00	NA	NA
5	10/5/16 17:00	NA	NA
6	10/6/16 17:00	NA	NA
7	10/7/16 17:00	NA	NA
8	10/8/16 17:00	NA	NA
9	10/9/16 17:00	NA	NA
10	10/10/16 17:00	NA	NA
11	10/11/16 17:00	NA	NA
12	10/12/16 17:00	NA	NA
13	10/13/16 17:00	NA	NA
14	10/14/16 17:00	NA	NA
15	10/15/16 17:00	NA	NA
16	10/16/16 17:00	NA	NA
17	10/17/16 17:00	NA	NA
18	10/18/16 17:00	NA	NA
19	10/19/16 17:00	NA	NA
20	10/20/16 17:00	NA	NA
21	10/21/16 17:00	NA	NA
22	10/22/16 17:00	NA	NA
23	10/23/16 17:00	NA	NA
24	10/24/16 17:00	NA	NA
25	10/25/16 17:00	NA	NA
26	10/26/16 17:00	NA	NA
27	10/27/16 17:00	NA	NA
28	10/28/16 17:00	NA	NA
29	10/29/16 17:00	NA	NA
30	10/30/16 17:00	NA	NA
31	10/31/16 17:00	NA	NA
32	11/1/16 17:00	NA	NA
33	11/2/16 17:00	NA	NA
34	11/3/16 17:00	NA	NA
35	11/4/16 17:00	NA	NA
36	11/5/16 17:00	NA	NA
37	11/6/16 17:00	NA	NA
38	11/7/16 17:00	NA	NA
39	11/8/16 17:00	NA	NA
40	11/9/16 17:00	NA	NA
41	11/10/16 17:00	NA	NA
42	11/11/16 17:00	NA	NA
43	11/12/16 17:00	NA	NA
44	11/13/16 17:00	NA	NA
45	11/14/16 17:00	NA	NA
46	11/15/16 17:00	NA	NA
47	11/16/16 17:00	NA	NA
48	11/17/16 17:00	NA	NA
49	11/18/16 17:00	NA	NA
50	11/19/16 17:00	NA	NA
51	11/20/16 17:00	NA	NA
52	11/21/16 17:00	NA	NA
53	11/22/16 17:00	NA	NA
54	11/23/16 17:00	NA	NA
55	11/24/16 17:00	NA	NA
56	11/25/16 17:00	NA	NA
57	11/26/16 17:00	NA	NA
58	11/27/16 17:00	NA	NA
59	11/28/16 17:00	NA	NA
60	11/29/16 17:00	NA	NA
61	11/30/16 17:00	2757.575	2757.567
62	12/1/16 17:00	2757.573	2757.568
63	12/2/16 17:00	2757.567	2757.568
64	12/3/16 17:00	2757.554	2757.567
65	12/4/16 17:00	2757.548	2757.567
66	12/5/16 17:00	2757.577	2757.565
67	12/6/16 17:00	2757.583	2757.564
68	12/7/16 17:00	2757.571	2757.56
69	12/8/16 17:00	2757.519	2757.557
70	12/9/16 17:00	2757.517	2757.552
71	12/10/16 17:00	2757.533	2757.546
72	12/11/16 17:00	2757.56	2757.544
73	12/12/16 17:00	2757.551	2757.542
74	12/13/16 17:00	2757.542	2757.542
75	12/14/16 17:00	2757.533	2757.541
76	12/15/16 17:00	2757.534	2757.534
77	12/16/16 17:00	2757.585	2757.526
78	12/17/16 17:00	2757.619	2757.519
79	12/18/16 17:00	2757.531	2757.512
80	12/19/16 17:00	2757.491	2757.511
81	12/20/16 17:00	2757.487	2757.511
82	12/21/16 17:00	2757.508	2757.514
83	12/22/16 17:00	2757.523	2757.518
84	12/23/16 17:00	2757.558	2757.523
85	12/24/16 17:00	2757.554	2757.528
86	12/25/16 17:00	2757.599	2757.527
87	12/26/16 17:00	2757.528	2757.526
88	12/27/16 17:00	2757.492	2757.525
89	12/28/16 17:00	2757.516	2757.525
90	12/29/16 17:00	2757.487	2757.535
91	12/30/16 17:00	2757.506	2757.544
92	12/31/16 17:00	2757.56	2757.55
93	1/1/17 17:00	2757.568	2757.556
94	1/2/17 17:00	2757.568	2757.557
95	1/3/17 17:00	2757.54	2757.559
96	1/4/17 17:00	2757.546	2757.559
97	1/5/17 17:00	2757.594	2757.559
98	1/6/17 17:00	2757.566	2757.562
99	1/7/17 17:00	2757.497	2757.566
100	1/8/17 17:00	2757.497	2757.568
101	1/9/17 17:00	2757.531	2757.57
102	1/10/17 17:00	2757.576	2757.568
103	1/11/17 17:00	2757.583	2757.565
104	1/12/17 17:00	2757.562	2757.562
105	1/13/17 17:00	2757.527	2757.559
106	1/14/17 17:00	2757.508	2757.555
107	1/15/17 17:00	2757.547	2757.55
108	1/16/17 17:00	2757.566	2757.551
109	1/17/17 17:00	2757.542	2757.552
110	1/18/17 17:00	2757.541	2757.553
111	1/19/17 17:00	2757.573	2757.554
112	1/20/17 17:00	2757.613	2757.558
113	1/21/17 17:00	2757.626	2757.562
114	1/22/17 17:00	2757.557	2757.562
115	1/23/17 17:00	2757.574	2757.563
116	1/24/17 17:00	2757.612	2757.556
117	1/25/17 17:00	2757.575	2757.55
118	1/26/17 17:00	2757.547	2757.542
119	1/27/17 17:00	2757.527	2757.534
120	1/28/17 17:00	2757.508	2757.534
121	1/29/17 17:00	2757.506	2757.534
122	1/30/17 17:00	2757.525	2757.539
123	1/31/17 17:00	2757.555	2757.545
124	2/1/17 17:00	2757.564	2757.551
125	2/2/17 17:00	2757.558	2757.558
126	2/3/17 17:00	2757.554	2757.562
127	2/4/17 17:00	2757.57	2757.567
128	2/5/17 17:00	2757.562	2757.569
129	2/6/17 17:00	2757.586	2757.572
130	2/7/17 17:00	2757.593	2757.57
131	2/8/17 17:00	2757.578	2757.569
132	2/9/17 17:00	2757.536	2757.565
133	2/10/17 17:00	2757.547	2757.562
134	2/11/17 17:00	2757.566	2757.561
135	2/12/17 17:00	2757.55	2757.56
136	2/13/17 17:00	2757.564	2757.564
137	2/14/17 17:00	2757.572	2757.568
138	2/15/17 17:00	2757.559	2757.575
139	2/16/17 17:00	2757.576	2757.582
140	2/17/17 17:00	2757.605	2757.587
141	2/18/17 17:00	2757.604	2757.592
142	2/19/17 17:00	2757.616	2757.594
143	2/20/17 17:00	2757.574	2757.597
144	2/21/17 17:00	2757.543	2757.598
145	2/22/17 17:00	2757.584	2757.598
146	2/23/17 17:00	2757.642	2757.601
147	2/24/17 17:00	2757.619	2757.604
148	2/25/17 17:00	2757.593	2757.607
149	2/26/17 17:00	2757.608	2757.61
150	2/27/17 17:00	2757.611	2757.61
151	2/28/17 17:00	2757.623	2757.61
152	3/1/17 17:00	2757.494	2757.601
153	3/2/17 17:00	2757.396	2757.592
154	3/3/17 17:00	2757.529	2757.582
155	3/4/17 17:00	2757.56	2757.571
156	3/5/17 17:00	2757.587	2757.565
157	3/6/17 17:00	2757.631	2757.558
158	3/7/17 17:00	2757.565	2757.553
159	3/8/17 17:00	2757.538	2757.549
160	3/9/17 17:00	2757.539	2757.548
161	3/10/17 17:00	2757.529	2757.547
162	3/11/17 17:00	2757.552	2757.548
163	3/12/17 17:00	2757.558	2757.549
164	3/13/17 17:00	2757.556	2757.552
165	3/14/17 17:00	2757.549	2757.555
166	3/15/17 17:00	2757.542	2757.559
167	3/16/17 17:00	2757.566	2757.563
168	3/17/17 17:00	2757.57	2757.576
169	3/18/17 17:00	2757.57	2757.588
170	3/19/17 17:00	2757.595	2757.609
171	3/20/17 17:00	2757.619	2757.629
172	3/21/17 17:00	2757.656	2757.659
173	3/22/17 17:00	2757.7	2757.69
174	3/23/17 17:00	2757.767	2757.729
175	3/24/17 17:00	2757.782	2757.768
176	3/25/17 17:00	2757.778	2757.803
177	3/26/17 17:00	2757.837	2757.838
178	3/27/17 17:00	2757.851	2757.86
179	3/28/17 17:00	2757.901	2757.882
180	3/29/17 17:00	2757.917	2757.916
181	3/30/17 17:00	2757.975	2757.95
182	3/31/17 17:00	2758.063	2757.998
183	4/1/17 17:00	2758.073	2758.046
184	4/2/17 17:00	2758.1	2758.093
185	4/3/17 17:00	2758.164	2758.141
186	4/4/17 17:00	2758.221	2758.164
187	4/5/17 17:00	2758.193	2758.187
188	4/6/17 17:00	2758.201	2758.241
189	4/7/17 17:00	2758.232	2758.295
190	4/8/17 17:00	2758.296	2758.337
191	4/9/17 17:00	2758.381	2758.379
192	4/10/17 17:00	2758.392	2758.412
193	4/11/17 17:00	2758.411	2758.444
194	4/12/17 17:00	2758.454	2758.485
195	4/13/17 17:00	2758.517	2758.527
196	4/14/17 17:00	2758.605	2758.571
